ID,半乳糖,甘胺酸(Gly),甲硫胺酸(Met),白胺酸(Leu),次亞麻油酸(18:3),灰分,肉豆蔻烯酸(14:1),肉豆蔻酸(14:0),色胺酸(Trp),辛酸(8:0),乳糖,亞麻油酸(18:2),其他脂肪酸,果糖,油酸(18:1),花生油酸(20:4),花生酸(20:0),芥子酸(22:1),癸酸(10:0),苯丙胺酸(Phe),修正熱量,胱胺酸(Cys),脂肪酸M總量,脂肪酸P總量,脂肪酸S總量,酒精含量,異白胺酸(Ile),粗脂肪,粗蛋白,組胺酸(His),脯胺酸(Pro),麥芽糖,棕櫚烯酸(16:1),棕櫚酸(16:0),硬脂酸(18:0),絲胺酸(Ser),菸鹼素,視網醇,視網醇當量(RE),酥胺酸(Thr),鈣,鈉,葉酸,葡萄糖,酪胺酸(Tyr),酪酸(4:0),鉀,飽和脂肪,精胺酸(Arg),維生素A總量(IU),維生素B1,維生素B12,維生素B2,維生素B6,維生素C,維生素D2,維生素D3,維生素D總量(IU),維生素D總量(ug),維生素E總量,維生素K1,維生素K2(MK-4),維生素K2(MK-7),銅,熱量,蔗糖,鋅,麩胺酸(Glu),糖質總量,膳食纖維,錳,磷,總碳水化合物,膽固醇,鎂,離胺酸(Lys),鐵,纈胺酸(Val),鱈烯酸(20:1),P/M/S,α-生育酚,α-胡蘿蔔素,α-維生素E當量(α-TE),β-生育酚,β-胡蘿蔔素,γ-生育酚,δ-生育酚,十七酸(17:0),十九酸(19:0),十八碳四烯酸(18:4),十三酸(13:0),十五酸(15:0),山酸(22:0),己酸(6:0),反式脂肪,天門冬胺酸(Asp),廿二碳五烯酸(22:5),廿二碳六烯酸(22:6),廿四酸(24:0),廿碳五烯酸(20:5),月桂酸(12:0),水分,水解胺基酸總量,丙胺酸(Ala)
K0213101,NA,399,610,995,102,1.8,2,52,140,0,0,1452,107,0,5318,386,0,0,0,732,158,157,5616,2123,3562,NA,541,11.4,12.8,284,456,0,257,2844,641,825,0.3,124,124,659,40,590,NA,0,559,0,133,3.6,616,414,0.02,1.31,0.34,0.04,0,NA,NA,NA,NA,3.19,NA,NA,NA,NA,158,0,1.1,1574,0,NA,NA,183,2.7,559,7,756,3.4,689,39,NA,2.48,NA,2.55,0.02,NA,0.62,0.07,19,0,0,0,4,0,0,NA,1084,77,103,0,3,1,71.4,11644,569
D0500201,NA,NA,NA,NA,107,0.7,0,0,NA,0,0,35,0,4.7,63,0,0,0,0,NA,52,NA,63,142,52,NA,NA,0.3,1.1,NA,NA,0,0,39,13,NA,0.18,NA,11,NA,28,3,30.5,4.4,NA,0,291,0.1,NA,110,0.01,NA,0.03,0.14,73,NA,NA,NA,NA,1.69,NA,NA,NA,NA,56,0.2,0.2,NA,9.3,2.7,NA,30,14,NA,12,NA,0.3,NA,0,NA,1.33,0,1.37,0.01,66,0.33,0.01,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,84,NA,NA
D0500101,NA,NA,NA,NA,8,0.6,0,5,NA,0,0,45,0,5.4,115,0,0,0,0,NA,57,NA,120,53,93,NA,NA,0.3,0.8,NA,NA,0,5,57,26,NA,0.28,NA,7,NA,22,2,NA,4.7,NA,0,252,0.1,NA,67,0.02,NA,0.04,0.28,90.1,NA,NA,NA,NA,2.23,NA,NA,NA,NA,59,0.4,0.2,NA,10.6,1.4,NA,23,15,NA,11,NA,0.2,NA,0,NA,2.2,NA,2.21,0.01,40,0.02,0.01,0,0,0,0,0,0,0,NA,NA,0,0,0,0,5,83.3,NA,NA
A05002,NA,306,112,559,8,0.4,0,5,82,0,0,233,1,0,244,0,3,1,0,337,352,328,248,241,208,NA,262,0.7,7,169,284,0,1,175,19,338,1.09,NA,0,227,5,2,16.5,0,280,0,79,0.2,531,4,0.08,NA,0.02,0.08,0,NA,NA,NA,NA,0.36,NA,NA,NA,0.008,354,0.1,1.5,1230,0.1,0.7,NA,81,77.8,NA,20,230,0.4,378,2,NA,0.17,0,0.19,0.01,3,0.1,0.07,0,0,0,0,0,1,0,NA,610,0,0,4,0,0,14.1,6636,376
E3200102,0,55,0,81,120,0.9,0,0,0,0,0,35,0,0.1,41,0,0,0,0,53,10,4,41,155,114,NA,41,0.3,1.4,22,43,0,0,91,16,43,0.42,0,110,43,129,40,56.8,0.3,40,0,223,0.1,63,1099,0.05,0,0,0,28.6,0,0,0,0,1.19,167.84,0,0,0.032,13,0,0,130,0.5,1.4,0.144,28,1.8,0,21,66,0.8,58,0,NA,1.15,NA,1.15,0,659,0.03,0,0,0,0,0,0,7,0,0,99,0,0,0,0,0,95.6,905,65
H1800101,0,56,2,103,21,0.7,0,0,0,0,0,33,0,0.2,0,0,23,0,0,57,24,6,0,54,311,NA,50,0.4,2.5,29,55,0,0,196,24,67,0.82,0,52,67,86,2,31.1,1.1,55,0,176,0.3,63,515,0.06,0,0.09,0,12.1,0,0,0,0,0.99,104.03,0,0,0.139,31,0,0.3,129,1.2,3.4,0.353,41,4.7,0,24,82,0.8,70,0,NA,0.14,NA,0.22,0.01,309,0.8,0.04,17,0,0,0,0,31,0,0,294,0,0,20,0,0,91.8,1259,73
B0100210,NA,130,28,252,NA,1.1,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,135,34,NA,NA,NA,NA,139,0.2,4.8,97,149,NA,NA,NA,NA,192,0.43,NA,0,121,19,4,7,NA,138,NA,585,NA,364,0,0.26,NA,0.03,0.17,4.5,NA,NA,NA,NA,0.34,NA,NA,NA,NA,140,NA,0.9,546,NA,2.3,NA,58,29.1,NA,28,154,0.7,180,NA,NA,0.21,NA,0.27,0.12,0,0.01,0,NA,NA,NA,NA,NA,NA,NA,NA,448,NA,NA,NA,NA,NA,64.8,3355,150
K0100501,NA,400,497,1113,550,0.9,0,0,64,0,NA,1625,NA,NA,3683,103,0,0,0,700,139,477,3907,2450,3052,NA,620,9.4,12.4,274,453,NA,223,2292,760,835,0.1,187,187,555,13,137,NA,NA,521,0,143,3.1,754,624,0.06,0.23,0.66,0.07,3.7,NA,NA,NA,NA,5.48,NA,NA,NA,NA,139,NA,1.2,1590,NA,NA,NA,227,2.8,398,12,873,1.6,732,0,NA,3.21,NA,3.5,0.22,NA,1.72,0.33,0,0,0,0,0,0,0,NA,1177,0,173,0,0,0,74.5,12296,661
H1150601,NA,NA,NA,NA,74,0.2,0,9,NA,3,0,511,0,0,231,0,0,0,0,NA,68,NA,231,585,351,NA,NA,1.2,2,NA,NA,0,0,209,115,NA,0,NA,0,NA,13,8,28,1.7,NA,0,78,0.4,NA,0,0.04,0,0.02,0.03,0,NA,NA,NA,NA,0.67,NA,NA,NA,NA,70,5.5,0.3,NA,7.2,0.9,NA,25,12.9,NA,14,NA,0,NA,0,NA,0.02,NA,0.07,0.02,0,0.38,0.25,0,0,0,0,0,0,0,NA,NA,0,0,0,0,15,83.7,NA,NA
H1150501,NA,NA,NA,NA,53,0.2,NA,1,NA,NA,NA,311,NA,NA,129,NA,NA,NA,1,NA,39,NA,129,363,88,NA,NA,0.6,1.1,NA,NA,NA,NA,63,24,NA,0.1,NA,0,NA,3,21,6.6,NA,NA,NA,60,0.1,NA,0,0.01,NA,0.01,0.06,3.2,NA,NA,NA,NA,0.27,NA,NA,NA,NA,39,NA,0.1,NA,NA,0.1,NA,15,7.4,NA,8,NA,0.1,NA,NA,NA,0.04,0,0.06,0.01,0,0.12,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.7,NA,NA
H0550101,0,259,54,475,153,1.1,0,1,95,0,0,377,0,0.1,257,0,6,0,0,304,318,95,261,530,181,NA,259,1,6.6,275,236,0,1,139,30,292,1.27,NA,0,248,29,184,26.5,0.1,200,0,243,0.2,357,1,0,NA,0.05,0.16,32,NA,NA,NA,NA,1.5,NA,NA,NA,NA,333,50.8,0.8,979,51,7.6,NA,122,74.5,NA,36,397,1.5,310,3,NA,0.04,0,0.19,0.01,1,1.4,0.06,0,0,0,0,0,3,0,0,691,0,0,2,0,0,16.8,5808,281
A05013,NA,362,59,456,31,1.1,0,10,142,0,0,802,2,0,1071,0,13,2,0,399,354,156,1089,833,551,NA,321,2.5,8.2,199,348,0,4,461,44,419,5.88,NA,0,296,11,3,21.8,0,330,0,222,0.6,668,0,0.35,NA,0.06,0.14,0,NA,NA,NA,NA,2.54,NA,NA,NA,NA,362,0.5,2,1372,0.5,4,NA,261,75.1,NA,107,310,1.3,463,13,NA,1.28,NA,1.38,0.04,0,0.7,0.52,1,0,0,0,1,7,0,NA,689,0,0,13,0,0,13.1,7420,431
E0400201,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,0,0.6,NA,NA,NA,NA,NA,NA,NA,0.12,NA,0,NA,22,43,NA,NA,NA,NA,237,NA,NA,0,0.01,NA,0.02,0.04,8.3,NA,NA,NA,NA,0,NA,NA,NA,NA,11,NA,0.2,NA,NA,1,NA,13,2.3,NA,7,NA,0.3,NA,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.5,NA,NA
J3501001,NA,1089,469,1310,2,1,0,9,0,0,NA,6,NA,NA,34,14,0,1,0,548,95,151,63,148,80,NA,663,0.3,21.5,298,649,NA,5,33,33,849,0.89,0,0,735,40,166,37.5,NA,579,0,94,0.1,1503,1,0.04,7.95,0.09,0.08,0,NA,NA,NA,NA,1.18,NA,NA,NA,NA,95,NA,2.6,2481,NA,NA,NA,137,0.3,157,75,1016,1.4,750,23,NA,1.14,NA,1.15,0.01,NA,0.02,0.01,3,0,2,0,2,0,0,NA,1658,29,21,0,75,0,76.9,15730,981
D2100203,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,0,NA,NA,3.1,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,0.2,1.1,NA,NA,0,NA,NA,NA,NA,0.46,NA,68,NA,9,1,NA,0.5,NA,NA,115,NA,NA,680,0.05,NA,0.05,0.08,17.3,NA,NA,NA,NA,1.01,NA,NA,NA,NA,50,7.7,0.4,NA,11.3,1,NA,15,12.5,NA,9,NA,1,NA,NA,NA,1.01,NA,1.01,0,408,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,NA
D3000201,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,0,NA,NA,5.1,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,0,0.4,NA,NA,0,NA,NA,NA,NA,0.03,NA,0,NA,5,0,NA,1.7,NA,NA,107,NA,NA,0,0.03,NA,0.02,0.01,2.9,NA,NA,NA,NA,0,NA,NA,NA,NA,34,0,0,NA,6.8,1.2,NA,9,9,NA,6,NA,0,NA,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.4,NA,NA
J3100901,NA,269,83,309,NA,2.9,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,21,83,NA,NA,NA,NA,169,0.2,4.4,127,152,NA,NA,NA,NA,175,0.7,3,3,187,48,774,15.2,NA,163,NA,124,NA,355,11,0,11.55,0.13,0.08,0.3,NA,NA,NA,NA,0.1,NA,NA,NA,NA,21,NA,0.8,612,NA,NA,NA,80,1.5,16,91,290,3.8,178,NA,NA,0.1,NA,0.1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,431,NA,NA,NA,NA,NA,91,4123,377
J0401201,NA,742,172,1216,406,0.9,0,233,0,0,0,5700,1841,0.1,10393,468,74,58,0,612,342,54,11993,6838,8972,NA,750,29.6,17.4,1205,566,0.5,590,7022,1569,499,5.15,92,92,657,6,47,3.3,0.1,555,0,281,9,902,308,0.02,1.07,0.09,0.5,0.4,NA,NA,NA,NA,1.5,NA,NA,NA,NA,342,0,0.7,2221,0.7,NA,NA,167,0,107,22,1678,1.1,868,952,NA,1.22,NA,1.25,0,NA,0.28,0,0,0,0,0,0,32,0,NA,1495,59,173,41,33,0,56.3,15111,919
A1000101,NA,334,251,1530,25,2.1,0,0,35,0,NA,1772,0,NA,3373,0,14,0,0,583,375,308,3390,1797,863,NA,480,6,14.1,288,1067,NA,10,736,114,549,1.34,0,0,373,19,2,101.2,NA,454,0,251,0.9,606,0,0.41,NA,0.08,0.05,1,NA,NA,NA,NA,2.86,NA,NA,NA,NA,378,NA,3,2717,NA,1.8,NA,301,66.2,NA,159,383,2.7,639,7,NA,0.27,0,0.57,0.15,0,2.16,0.28,0,0,0,0,0,0,0,NA,875,0,0,0,0,0,11.5,12543,1071
D2800203,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,0,NA,NA,1.9,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,0.2,0.9,NA,NA,0,NA,NA,NA,NA,0.86,NA,0,NA,9,0,NA,1.4,NA,NA,238,NA,NA,0,0.01,NA,0.03,0.02,8.5,NA,NA,NA,NA,1.08,NA,NA,NA,NA,47,3.2,0.5,NA,6.4,3.1,NA,18,11.9,NA,10,NA,0.3,NA,NA,NA,1.08,NA,1.08,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.4,NA,NA
J3500601,NA,922,460,1415,0,1.7,0,30,80,0,0,11,12,0,105,59,6,9,0,659,100,178,155,708,658,NA,789,1.5,20.2,407,722,0,11,429,145,714,4.55,25,25,770,31,211,41.3,0,599,0,284,0.7,1230,84,0.02,6.73,0.12,0.22,1.7,NA,NA,NA,NA,1.21,NA,NA,NA,NA,100,0,1.7,2580,0,NA,NA,263,2.4,337,51,1462,0.7,728,30,NA,1.21,NA,1.21,0,NA,0,0,23,0,0,0,11,6,0,NA,1751,8,498,5,132,1,74.3,16534,1068
J3500102,NA,576,274,829,5,0.3,0,15,110,0,0,8,35,0,59,40,11,18,0,365,53,85,95,366,405,NA,415,0.9,10.5,182,330,0,8,228,115,397,0.17,6,6,388,12,30,25.6,0,307,0,2,0.4,722,20,0.01,1.21,0.01,0.03,0,NA,NA,NA,NA,0.81,NA,NA,NA,0.002,53,0,0.6,1491,0,NA,NA,47,6.6,204,11,767,0.1,356,10,NA,0.8,NA,0.8,0,NA,0.01,0,14,0,3,1,5,10,0,NA,1008,15,201,6,94,1,81.7,9123,522
D1700501,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,0,0.4,NA,NA,NA,NA,NA,NA,NA,0,NA,2,NA,7,1,NA,NA,NA,NA,228,NA,NA,24,0.05,NA,0.03,0.07,3.8,NA,NA,NA,NA,0.4,NA,NA,NA,NA,80,NA,0.3,NA,NA,0.7,NA,21,21.9,NA,7,NA,0.8,NA,NA,NA,0.25,NA,0.29,0.07,14,0.07,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.3,NA,NA
D1700301,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,0.2,0.5,NA,NA,NA,NA,NA,NA,NA,0.05,NA,93,NA,4,7,NA,NA,NA,NA,164,NA,NA,925,0.06,NA,0.01,0.04,4.5,NA,NA,NA,NA,0.28,NA,NA,NA,NA,64,NA,0.2,NA,NA,0.4,NA,23,16.8,NA,6,NA,0.3,NA,NA,NA,0.14,20,0.17,0.05,545,0.08,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,NA
G2300301,NA,39,165,66,0,0.6,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,37,25,3,0,0,0,NA,36,0.1,1,25,35,NA,0,0,0,42,0.11,NA,0,41,22,174,5.3,NA,34,0,2,0,51,0,0.01,NA,0.04,0.03,61.7,NA,NA,NA,NA,0,NA,NA,NA,NA,29,NA,0.7,106,NA,1.7,NA,34,6.5,NA,3,46,1.1,47,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,78,0,0,0,0,0,91.9,903,54
H1105101,0,1546,392,2699,1090,4.5,0,11,532,0,0,8355,6,0,3746,0,50,0,0,1790,359,854,3788,9445,2433,NA,1591,15.7,35.6,913,1884,0,14,1690,596,1739,1.11,NA,2,1374,194,12,NA,0,1332,0,1667,2.4,2743,19,0.39,NA,0.21,0.72,0,0,0,0,0,15.91,43.61,0,0,NA,389,4.6,2.7,6713,4.6,14.5,NA,445,33,NA,215,2136,6.5,1643,28,NA,1.48,13,2.85,0.51,5,10.01,3.91,8,0,0,0,0,55,0,13.87,4086,0,0,23,0,0,11.3,35498,1532
K0200201,NA,471,664,1150,121,2.1,0,114,158,0,NA,2094,NA,NA,8061,0,0,0,107,795,198,761,8489,2215,4896,NA,641,15.6,13.1,256,524,NA,428,3721,954,993,0.13,278,278,809,48,129,NA,NA,613,0,122,4.9,703,927,0.27,2.12,0.59,0.22,0,NA,NA,NA,NA,3.29,NA,NA,NA,NA,198,NA,1.9,1837,NA,NA,NA,249,0,605,13,841,3.5,755,0,NA,2.42,NA,2.51,0,NA,0.87,0,0,0,0,0,0,0,0,NA,1279,0,0,0,0,0,70.9,13590,340
K0100601,NA,383,532,961,114,0.9,0,41,147,0,NA,1803,NA,NA,3796,17,0,0,0,616,133,245,4073,1941,2396,NA,565,8.4,13,265,405,NA,257,1897,437,793,0.54,229,229,524,9,161,NA,NA,458,0,142,2.4,760,764,0.07,0.68,0.44,0.06,0,NA,NA,NA,NA,2.16,NA,NA,NA,NA,133,NA,0.9,1457,NA,NA,NA,196,0.8,325,10,811,1.3,677,20,NA,1.38,0,1.46,0.03,0,0.61,0.14,21,0,8,0,0,0,0,NA,1149,0,0,0,0,0,76.9,11382,633
I0100101,NA,739,427,1521,16,0.9,107,839,185,0,0,640,157,0,11399,17,11,0,9,718,290,1342,12427,676,10761,NA,788,24,17.1,519,686,0,891,6106,3300,692,3.67,10,10,799,8,59,6,0,641,0,320,10.8,1108,32,0.07,3.33,0.19,0.27,0.6,NA,NA,NA,NA,0.05,NA,NA,NA,NA,290,0,6.6,2911,0,NA,NA,150,0,70,18,1560,2.5,817,30,NA,0.04,NA,0.05,0,NA,0.01,0,354,0,0,0,131,0,0,NA,1616,4,0,0,0,13,63.2,18104,1035
Q0500401,0,294,212,793,367,1.4,59,1130,0,104,0,3229,187,0.1,9200,521,38,0,230,458,457,251,9832,4459,12037,NA,436,26.4,11.4,267,642,2,523,6979,2480,599,0.8,226,227,404,59,196,36,0.3,361,187,327,12,562,762,0.18,1.62,0.79,0.09,0,NA,NA,NA,NA,2.86,NA,NA,NA,NA,461,10.2,1.8,1884,12.6,2,NA,354,44.5,577,25,572,4.1,495,50,NA,1.1,0,1.49,0.6,5,0.84,0.32,123,0,0,0,124,13,171,255.62,786,187,148,17,6,441,16.3,9440,424
Q0500601,0,255,96,490,516,0.8,33,514,46,43,0,5116,123,0,6539,20,59,0,83,329,421,192,6893,5685,8267,NA,272,20.9,7.5,184,493,0.5,237,5100,1955,315,1,0,2,224,17,72,5,0.1,227,84,220,8.3,654,18,0.04,0,0.06,0.08,0.8,NA,NA,NA,NA,9.54,NA,NA,NA,NA,427,17.5,0.5,1702,18.1,3.3,NA,112,52.3,19,31,364,1.3,312,84,NA,0.85,0,3.18,3.8,11,4.06,0.83,55,0,0,7,34,30,55,218.71,628,18,14,16,0,232,18.5,7065,282
R5900301,NA,2393,316,961,44,2,0,117,75,0,NA,903,NA,NA,3681,38,13,0,0,561,145,214,4086,1019,2696,NA,485,7.8,16.6,290,1876,NA,322,1825,720,681,0.5,4,4,545,11,726,2,NA,412,0,46,2.7,1594,13,0.02,0,0.08,0.01,0,NA,NA,NA,NA,0.13,NA,NA,NA,NA,145,NA,1,3281,NA,NA,NA,35,2,62,6,1044,1.2,639,83,NA,0.11,0,0.11,0,0,0.02,0,20,0,0,0,0,0,0,NA,1339,17,16,0,0,0,71.6,18000,1294
H1410101,NA,888,119,1688,439,3.2,0,139,170,8,NA,6542,NA,NA,7434,0,83,0,6,924,409,200,7529,6980,6355,NA,907,20.9,26.9,572,1103,NA,33,5147,822,1041,1.42,NA,1,840,38,386,NA,NA,627,0,814,6.4,2045,7,0.03,NA,0.31,0.23,9,NA,NA,NA,NA,11.26,NA,NA,NA,NA,456,NA,2.5,3708,NA,23.1,NA,364,46.3,NA,93,1447,3.3,1008,62,NA,3.67,0,4.58,0.5,4,6.34,0.75,0,0,0,0,0,44,0,NA,2384,0,0,52,0,54,2.7,20674,999
H0205101,NA,865,237,1651,545,3.1,0,2,280,0,0,780,0,0,176,0,35,0,0,1172,317,199,187,1325,937,NA,868,2.4,21.7,670,946,0,0,655,134,1045,1.9,NA,0,832,63,19,NA,0.2,671,0,1129,0.9,1528,0,0.73,NA,0.08,0.4,0.5,NA,NA,NA,NA,9.85,NA,NA,NA,NA,349,2.2,3.7,3711,2.4,15.7,NA,404,62.2,NA,159,1449,7.1,1038,11,NA,0,0,0.58,0,0,4.1,5.74,0,0,0,11,0,63,0,NA,2458,0,0,37,0,0,10.5,20590,970
R4400401,0.1,248,22,176,25,4.2,0,3,0,0,0,28,22,5.6,14,0,6,0,0,106,87,34,14,53,136,NA,107,0.2,2.9,62,145,0,0,94,25,115,1.9,NA,0,93,13,1458,6,5.7,40,0,122,0.1,128,0,0.01,NA,0.08,0.24,NA,NA,NA,NA,NA,0.13,NA,NA,NA,NA,89,3,0.3,784,14.5,1,NA,46,18.8,0,18,155,3.4,126,0,NA,0.1,0,0.11,0.01,0,0.01,0.01,0,0,0,0,0,8,0,0,278,0,0,0,0,0,73.9,2913,294
R4900101,0,383,121,631,621,2.4,0,9,97,2,0,5588,11,0.4,2873,0,59,0,0,468,204,25,2919,6209,1952,NA,330,11.1,11,225,1035,0,9,1310,428,439,1,NA,0,248,11,778,8,0.4,325,0,93,2,555,0,0.03,NA,0.1,0.39,NA,NA,NA,NA,NA,5.72,NA,NA,NA,NA,206,7.3,0.9,3125,8.1,1.1,NA,59,15.5,0,30,216,1.8,381,38,NA,1.54,0,1.96,0.16,0,3.19,0.83,6,0,0,0,0,95,0,34.47,565,0,0,43,0,0,60,9478,309
A0500301,NA,305,103,530,13,0.5,0,6,114,1,0,347,0,0,385,0,5,0,0,310,338,94,391,359,226,NA,262,1,7.6,162,268,0,2,186,24,315,1.14,NA,0,173,5,1,24.8,0,271,0,90,0.2,470,0,0.06,NA,0,0.11,0,NA,NA,NA,NA,0.14,NA,NA,NA,NA,340,0,1.8,1172,0,0.9,NA,89,73.3,NA,21,213,0.1,368,4,NA,0.07,NA,0.09,0.04,0,0.03,0,0,0,0,0,0,0,0,NA,602,0,0,0,0,4,17.8,6056,324
I0322101,NA,1815,347,1530,102,0.5,0,224,100,0,NA,1771,NA,NA,9234,33,28,50,10,785,252,791,10094,1983,5532,NA,847,17.6,21.9,494,1329,NA,597,3766,1472,758,1.83,14,14,807,33,114,9.8,NA,644,0,124,5.5,1531,48,0.11,0.43,0.13,0.03,0.5,NA,NA,NA,NA,0.2,NA,NA,NA,NA,252,NA,18.2,3054,NA,NA,NA,100,0,111,9,1605,1,899,213,NA,0.15,NA,0.15,0,NA,0.04,0.01,12,0,0,0,3,11,0,NA,1784,42,35,0,0,7,61.1,20481,1361
R2200201,NA,386,118,574,96,2.1,0,113,57,0,NA,1733,NA,NA,4109,10,26,14,4,366,206,190,4408,1871,3381,NA,303,9.7,8.1,215,794,NA,204,2149,1081,335,2.25,1,1,262,18,447,9.2,NA,243,0,160,3.4,175,3,0.14,0.41,0.09,0.12,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA,208,NA,0.7,2207,NA,0.9,NA,73,22.1,25,17,366,0.6,347,82,NA,0.23,0,0.34,0.14,0,0.44,0.19,0,0,0,0,0,3,0,NA,491,16,16,0,0,6,58,7782,353
R6600701,0,602,218,949,216,2.1,0,312,104,0,0,3654,103,0,9872,40,39,24,13,522,321,137,10549,3990,9002,NA,516,23.6,12.8,443,686,0.2,510,5680,2883,462,3.06,5,5,499,5,604,0,0.2,386,0,210,9,722,18,0.44,0.54,0.11,0.16,0.1,NA,NA,NA,NA,0.14,NA,NA,NA,NA,321,1.3,1.4,2420,1.7,NA,NA,144,14.5,53,19,937,0.9,563,143,NA,0.09,NA,0.1,0.01,NA,0.04,0,46,0,0,0,4,10,0,142.94,976,39,38,1,2,14,47,11846,704
R2201101,0,419,194,730,132,2.6,0,156,90,0,0,2434,63,0.1,5134,39,21,0,5,468,234,243,5420,2649,4478,NA,403,12.6,11.1,294,872,0.8,240,2863,1386,407,0.8,5,5,336,17,428,0,0.4,327,0,162,4.5,534,17,0.18,0.34,0.15,0.09,NA,NA,NA,NA,NA,0.71,NA,NA,NA,NA,240,0.6,0.9,2770,1.9,2.8,NA,94,20.5,24,20,513,0.7,460,45,NA,0.17,NA,0.23,0.02,NA,0.5,0.02,33,0,0,0,3,2,0,54.93,656,22,20,1,1,7,53.2,10154,438
R6600101,0,531,216,1170,68,2.2,0,78,126,0,0,906,49,0.2,2260,18,13,7,2,513,177,82,2431,1104,2059,NA,633,5.6,12.4,279,483,0,111,1302,645,539,1.09,10,10,571,5,723,2.9,0.2,438,0,103,2.1,878,33,0.04,0.9,0.05,0.08,NA,NA,NA,NA,NA,0.33,NA,NA,NA,NA,177,2.4,0.5,2476,2.8,NA,NA,40,19.2,22,23,1252,0.3,638,53,NA,0.27,NA,0.28,0.01,NA,0.03,0.02,11,0,0,0,3,2,0,27.03,1332,16,69,1,27,2,60.6,12935,779
R0500301,NA,330,43,538,29,1.2,0,81,51,0,NA,817,NA,NA,2551,11,18,0,0,320,211,147,2728,857,2164,NA,283,5.8,6.5,160,309,NA,130,1380,646,286,0.63,11,11,250,6,331,14.3,NA,237,0,95,2.2,489,39,0.06,0.08,0.05,0.1,NA,NA,NA,NA,NA,0.35,NA,NA,NA,NA,212,NA,0.8,1289,NA,0.7,NA,53,33.6,13,15,368,0.8,365,47,NA,0.21,0,0.23,0.02,2,0.1,0.02,22,0,0,0,0,18,0,NA,620,0,0,0,0,0,53,6469,383
R6300501,NA,617,64,1253,76,1.6,0,0,0,0,NA,1737,NA,NA,3146,0,25,0,0,504,178,155,3225,1922,1333,NA,713,6.5,15.3,558,645,NA,22,897,410,592,4.64,1,1,640,4,423,11.8,NA,504,0,214,1.3,855,4,0.05,0.4,0.04,0.42,0,NA,NA,NA,NA,2.27,NA,NA,NA,NA,178,NA,0.3,2802,NA,NA,NA,222,14.7,76,22,1276,0.4,767,58,NA,0.34,NA,0.54,0.14,NA,1.15,0.64,0,0,21,0,0,0,0,NA,1345,0,62,0,25,0,62,14143,852
I0400201,NA,806,401,1244,604,0.9,0,142,200,0,NA,5921,NA,NA,7316,44,0,0,0,698,248,246,8122,6568,5189,NA,692,19.9,16.1,495,613,NA,806,3959,1088,581,4.59,91,91,660,1,44,5.4,NA,522,0,228,5.2,950,303,0.12,0.31,0.11,0.39,14.6,NA,NA,NA,NA,0.49,NA,NA,NA,NA,248,NA,0.3,2192,NA,NA,NA,72,0,74,6,1329,0.4,706,0,NA,0.32,NA,0.34,0.01,NA,0.14,0.02,0,0,0,0,0,0,0,NA,1442,0,0,0,0,0,65,14697,920
