ID,半乳糖,甘胺酸(Gly),甲硫胺酸(Met),白胺酸(Leu),次亞麻油酸(18:3),灰分,肉豆蔻烯酸(14:1),肉豆蔻酸(14:0),色胺酸(Trp),辛酸(8:0),乳糖,亞麻油酸(18:2),其他脂肪酸,果糖,油酸(18:1),花生油酸(20:4),花生酸(20:0),芥子酸(22:1),癸酸(10:0),苯丙胺酸(Phe),修正熱量,胱胺酸(Cys),脂肪酸M總量,脂肪酸P總量,脂肪酸S總量,酒精含量,異白胺酸(Ile),粗脂肪,粗蛋白,組胺酸(His),脯胺酸(Pro),麥芽糖,棕櫚烯酸(16:1),棕櫚酸(16:0),硬脂酸(18:0),絲胺酸(Ser),菸鹼素,視網醇,視網醇當量(RE),酥胺酸(Thr),鈣,鈉,葉酸,葡萄糖,酪胺酸(Tyr),酪酸(4:0),鉀,飽和脂肪,精胺酸(Arg),維生素A總量(IU),維生素B1,維生素B12,維生素B2,維生素B6,維生素C,維生素D2,維生素D3,維生素D總量(IU),維生素D總量(ug),維生素E總量,維生素K1,維生素K2(MK-4),維生素K2(MK-7),銅,熱量,蔗糖,鋅,麩胺酸(Glu),糖質總量,膳食纖維,錳,磷,總碳水化合物,膽固醇,鎂,離胺酸(Lys),鐵,纈胺酸(Val),鱈烯酸(20:1),P/M/S,α-生育酚,α-胡蘿蔔素,α-維生素E當量(α-TE),β-生育酚,β-胡蘿蔔素,γ-生育酚,δ-生育酚,十七酸(17:0),十九酸(19:0),十八碳四烯酸(18:4),十三酸(13:0),十五酸(15:0),山酸(22:0),己酸(6:0),反式脂肪,天門冬胺酸(Asp),廿二碳五烯酸(22:5),廿二碳六烯酸(22:6),廿四酸(24:0),廿碳五烯酸(20:5),月桂酸(12:0),水分,水解胺基酸總量,丙胺酸(Ala)
J0707101,NA,2444,275,1530,2,0.5,0,8,234,2,0,12,18,0,113,86,1,2,1,879,106,341,129,248,278,NA,892,0.7,23.4,555,1391,0,10,136,106,1034,0.7,6,6,1060,23,35,7.2,0,785,0,18,0.3,1771,21,0.02,1.16,0.09,0.01,0,NA,NA,NA,NA,0.48,NA,NA,NA,NA,106,0,3.7,3108,0,NA,NA,94,0,340,19,1430,4.8,1011,4,NA,0.48,NA,0.48,0,NA,0,0,10,3,0,0,4,1,1,NA,2145,9,105,1,35,4,75.8,22449,1565
G2000101,NA,100,181,133,0,0.8,0,1,34,0,0,165,0,0,7,0,12,0,0,79,23,10,7,165,74,NA,85,0.2,3,44,103,0,0,35,14,78,3.56,NA,0,100,4,19,24.4,0.3,35,0,262,0.1,39,0,0.06,0.09,0.47,0.12,0.2,0,0,0,0,0,0,0,NA,0.387,25,0,0.7,377,0.3,1.3,NA,80,3.8,NA,9,78,0.9,102,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,7,0,NA,139,0,0,4,0,0,92.1,1964,248
G2000201,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,1.5,3.8,NA,NA,NA,NA,NA,NA,NA,0.29,NA,2,NA,15,8,NA,NA,NA,NA,140,NA,NA,22,0.01,NA,0.19,0.03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,0.3,NA,NA,3.9,NA,31,4.3,NA,26,NA,0.4,NA,NA,NA,NA,0,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.1,NA,NA
J0405401,NA,872,581,1677,37,1.3,3,183,213,1,0,126,77,0,730,79,13,12,1,805,115,201,1116,1111,1442,NA,879,3.7,19.1,445,600,0,309,926,246,727,2.46,6,6,876,13,79,8.1,0,700,0,409,1.4,1220,21,0.2,0.03,0.26,0.17,0.7,NA,NA,NA,NA,1.28,NA,NA,NA,NA,115,0,0,3225,0,NA,NA,205,0,87,29,1851,0.9,1007,62,NA,1.28,NA,1.28,0,NA,0,0,27,0,22,1,23,7,1,NA,2111,126,516,7,206,6,76.9,19186,1196
J0409501,NA,958,584,1740,39,1.4,3,140,265,0,0,222,50,0,964,43,8,14,0,832,128,217,1236,941,1210,NA,954,3.4,22.7,565,697,0,198,828,198,805,7.8,3,3,930,311,87,5.1,0,765,0,481,1.2,1282,12,0.77,1.06,0.14,0.69,0.8,NA,NA,NA,NA,2.83,NA,NA,NA,NA,128,0,0.9,3236,0,NA,NA,473,0,65,37,1966,1,1140,58,NA,2.83,NA,2.83,0,NA,0,0,12,0,19,1,13,4,1,NA,2186,84,359,3,174,3,73.3,20389,1269
J0408901,NA,742,597,1561,42,1.5,0,154,241,0,0,58,69,0,618,213,27,7,0,724,118,470,1005,912,1667,NA,896,3.7,19.9,438,610,0,350,993,380,655,1.69,10,10,807,91,75,10.9,0,690,0,302,1.7,1154,32,0.05,0.77,0.12,0.17,0.9,NA,NA,NA,NA,0.77,NA,NA,NA,NA,118,0,0.5,2716,0,NA,NA,199,0,59,30,1761,0.2,935,30,NA,0.74,NA,0.75,0.01,NA,0.01,0.01,58,0,23,0,32,16,0,NA,1838,121,211,7,245,0,77.1,17895,1059
J2101201,NA,1485,467,1398,0,1.5,0,0,174,0,0,105,0,0,169,22,0,0,0,752,95,504,182,282,186,NA,804,0.6,20.9,386,767,0,12,117,69,523,3.85,4,4,669,54,135,6.3,0,664,0,310,0.2,1653,13,0.06,1.72,0.07,0.15,0.5,NA,NA,NA,NA,2.81,NA,NA,NA,NA,95,0,1.5,2448,0,NA,NA,205,0,185,38,1528,0.1,822,0,NA,2.48,NA,2.52,0.02,NA,0.28,0.03,0,0,0,0,0,0,0,NA,1594,0,53,0,103,0,77.2,17970,1332
H0705102,NA,886,210,1833,217,3.1,0,1,303,0,0,450,4,0,47,0,13,0,0,1352,312,122,49,667,381,NA,982,1.1,22.8,643,1009,0,0,275,60,1128,1.84,NA,12,763,108,1,414.6,0,702,0,948,0.4,1661,120,0.6,NA,0.17,0.32,11.8,NA,NA,NA,NA,11.27,NA,NA,NA,NA,344,1.3,2.8,4009,1.3,15.8,NA,372,63,NA,172,1647,5.1,1180,1,NA,0.35,0,1.45,0.14,72,10.08,0.69,1,0,0,0,0,18,0,NA,2656,0,0,11,0,1,10.1,22077,991
H0710101,NA,945,282,2031,178,3.1,0,42,295,9,0,413,7,0,85,2,18,0,8,1533,315,164,87,598,574,NA,1083,1.3,24.6,739,1155,0,0,281,81,1270,1.57,NA,4,838,28,1,NA,0,771,0,1047,0.6,1781,45,0.7,NA,0.13,0.4,0.7,NA,NA,NA,NA,7.72,NA,NA,NA,NA,339,1.3,3,4590,1.3,11.2,NA,490,59.6,NA,144,1798,4.4,1303,3,NA,0.02,0,0.8,0.14,27,6.86,0.69,0,0,0,0,0,22,0,NA,2951,4,0,12,0,101,11.4,24639,1109
J3101201,NA,438,177,450,9,2.1,0,8,28,0,0,16,28,0,104,16,3,0,0,245,37,88,128,154,212,NA,265,0.5,7.5,166,198,0.5,12,128,56,258,1.63,0,0,270,130,442,14.7,0.9,243,0,201,0.2,505,0,0.01,4.5,0.23,0.07,1,NA,NA,NA,NA,0.34,NA,NA,NA,NA,37,0,1,971,1.4,NA,NA,101,4.1,33,62,467,2.7,291,12,NA,0.34,NA,0.34,0,NA,0,0,11,0,0,0,4,0,0,NA,638,9,76,2,28,0,85.8,6279,582
B0100204,NA,95,29,194,NA,1,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,82,18,NA,NA,NA,NA,105,0.1,3.5,86,111,NA,NA,NA,NA,153,0.67,NA,0,101,8,8,6.6,NA,110,NA,573,NA,333,0,0.18,NA,0.01,0.19,5.6,NA,NA,NA,NA,0.26,NA,NA,NA,NA,85,NA,1.3,264,NA,1.2,NA,95,17.1,NA,18,119,1.1,126,NA,NA,0.19,NA,0.22,0.06,0,0.01,0,NA,NA,NA,NA,NA,NA,NA,NA,323,NA,NA,NA,NA,NA,78.3,2477,110
J0401005,NA,900,562,1563,153,1.2,0,228,153,0,NA,1870,NA,NA,3750,143,28,32,0,744,192,205,4470,2625,4115,NA,896,11.2,21.4,1273,641,NA,348,3059,631,749,6.57,34,34,893,27,53,7.2,NA,708,0,352,4.1,1123,112,0.17,1.76,0.02,0.57,0.3,NA,NA,NA,NA,1.1,NA,NA,NA,NA,192,NA,0.7,2831,NA,NA,NA,67,0.1,57,32,1611,0.4,982,339,NA,0.77,NA,0.81,0.03,NA,0.26,0.04,31,0,9,0,32,10,0,NA,2017,80,284,0,87,97,66.2,19018,1165
J0401001,NA,954,625,1653,145,1,0,217,223,0,NA,1580,NA,NA,3381,195,34,52,0,816,180,161,4149,2313,4115,NA,972,10.6,19.8,1367,662,NA,354,3001,709,788,6.71,74,74,914,21,44,5.6,NA,767,0,311,4.1,1190,247,0.01,1.97,0.04,0.62,1.2,NA,NA,NA,NA,1.09,NA,NA,NA,NA,180,NA,1.3,3017,NA,NA,NA,215,1.3,64,31,1674,0.6,1044,362,NA,0.98,0,1,0.02,0,0.08,0.01,51,0,10,0,39,15,0,NA,1964,87,232,0,64,48,67.3,20043,1252
E3201101,NA,NA,NA,NA,87,0.9,0,0,NA,0,0,23,0,0.2,30,0,0,0,0,NA,9,NA,30,109,93,NA,NA,0.2,1.4,NA,NA,0,0,78,14,NA,0.55,NA,309,NA,88,73,39.4,0.4,NA,0,220,0.1,NA,3085,0.04,NA,0.08,0.07,25,NA,NA,NA,NA,0.77,NA,NA,NA,0.025,12,0,0.6,NA,0.5,1.6,NA,32,1.6,NA,16,NA,1,NA,0,NA,0.67,0,0.69,0.03,1851,0.07,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,95.8,NA,NA
E8700101,NA,115,10,145,19,0.9,0,5,26,0,0,33,0,0,22,11,6,0,0,97,20,57,24,63,82,NA,73,0.2,3,49,98,0,0,59,6,187,2.3,NA,103,101,47,5,80,0,77,0,350,0.1,92,1025,0.01,NA,0.15,0.15,42.7,NA,NA,NA,NA,1.24,NA,NA,NA,0.02,26,0,0.8,352,0,3.3,NA,51,4.4,NA,34,108,0.2,98,3,NA,0.96,NA,1.08,0.24,615,0.03,0.02,0,0,0,0,0,0,0,NA,184,0,0,6,0,0,91.5,1969,100
J0403106,NA,915,516,1578,14,1.1,0,421,178,0,NA,48,0,NA,847,129,20,0,0,777,137,158,2237,1101,1892,NA,888,5.2,21.1,889,618,NA,1323,1318,133,802,7.46,2,2,862,9,59,8.3,NA,716,0,360,1.9,1152,8,0.01,3.7,0.13,0.33,0.9,NA,NA,NA,NA,1.4,NA,NA,NA,NA,137,NA,0.5,2881,NA,NA,NA,218,0.9,69,28,1572,2.4,950,67,NA,1.4,NA,1.4,0,NA,0,0,0,0,69,0,0,0,0,NA,1885,240,190,0,412,0,71.6,18523,1185
E1400201,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,0,0.8,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,12,22,NA,NA,NA,NA,40,NA,NA,0,0.01,NA,0.02,0.08,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,0.2,NA,NA,1.7,NA,15,3.8,NA,7,NA,0.1,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.1,NA,NA
E1800101,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,0.2,1,NA,NA,NA,NA,NA,NA,NA,0.7,NA,60,NA,16,22,NA,NA,NA,NA,310,NA,NA,600,0.03,NA,0.01,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,0.2,NA,NA,1.2,NA,18,3.1,NA,16,NA,0.3,NA,NA,NA,NA,0,NA,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA
J0409904,NA,884,593,1594,51,1.2,6,292,265,0,NA,57,NA,NA,2957,153,31,24,0,810,176,204,3809,1980,3968,NA,905,9.8,20.6,534,601,NA,705,2618,906,789,4.32,18,18,888,8,51,0,NA,711,0,451,4,1158,61,0.04,0.6,0.06,0.4,1.7,NA,NA,NA,NA,0.69,NA,NA,NA,NA,176,NA,0.5,2947,NA,NA,NA,272,1.7,82,31,1571,0.4,954,116,NA,0.69,NA,0.69,0,NA,0,0,55,0,36,0,38,20,0,NA,1979,219,1083,0,381,9,66.7,18553,1168
J0415304,NA,825,535,1457,8,2,1,192,256,0,NA,17,NA,NA,560,77,28,24,0,701,101,164,758,491,1607,NA,812,2.9,17.7,450,575,NA,111,1002,285,725,2.32,46,46,795,10,647,22.5,NA,663,0,227,1.6,1060,155,0.16,0.86,0.03,0.21,0.7,NA,NA,NA,NA,0.27,NA,NA,NA,NA,101,NA,0.4,2829,NA,NA,NA,180,1.6,56,25,1401,0,857,61,NA,0.27,NA,0.27,0,NA,0,0,40,13,5,2,33,11,0,NA,1794,85,217,0,82,2,75.9,16935,1036
E9900101,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,0.3,2.2,NA,NA,NA,NA,NA,NA,NA,0.4,NA,2354,NA,68,20,NA,NA,NA,NA,300,NA,NA,23532,0,NA,0.24,NA,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,0.3,NA,NA,2.1,NA,37,3.5,NA,55,NA,1.1,NA,NA,NA,NA,140,NA,NA,14050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.1,NA,NA
A0351801,NA,304,86,620,20,1,0,0,100,0,NA,380,0,NA,176,0,0,0,0,433,265,346,176,400,364,NA,307,0.9,8.4,188,1164,NA,0,295,69,412,0.82,NA,0,235,2,226,25,NA,253,0,73,0.4,337,0,0.05,NA,0.02,0.23,8.7,NA,NA,NA,NA,0.57,NA,NA,NA,NA,267,NA,0.4,3232,NA,1,NA,231,56.2,NA,17,175,0.5,363,0,NA,0.41,0,0.43,0.02,0,0.1,0.04,0,0,0,0,0,0,0,NA,344,0,0,0,0,0,33.5,9163,263
E9900201,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,0.2,2.4,NA,NA,NA,NA,NA,NA,NA,0.7,NA,442,NA,91,74,NA,NA,NA,NA,230,NA,NA,4416,0.01,NA,0.1,0.04,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,0.7,NA,NA,2.2,NA,47,3.9,NA,22,NA,2.9,NA,NA,NA,NA,2300,NA,NA,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,NA
J0414901,NA,1083,632,1684,0,1.4,0,0,300,0,NA,0,NA,NA,0,0,0,0,0,763,111,177,0,0,0,NA,1066,0,26,898,759,NA,0,0,0,857,14.72,1,1,941,8,36,12.1,NA,769,0,333,0,1301,4,0.05,0.24,0.03,0.65,0.4,NA,NA,NA,NA,0.63,NA,NA,NA,NA,111,NA,0.7,3051,NA,NA,NA,233,0.8,36,32,1827,1.1,1102,0,NA,0.63,NA,0.63,0,NA,0,0,0,0,0,0,0,0,0,NA,1979,0,0,0,0,0,71.8,20463,1277
E0510101,NA,389,64,590,43,3.4,0,0,0,0,0,349,0,0.5,134,0,0,0,0,355,255,752,142,392,206,NA,293,0.7,11.8,165,515,0,8,150,40,429,0.98,NA,0,272,31,90,NA,0.6,318,0,1240,0.2,2123,0,0.03,NA,0.01,0.05,0,NA,NA,NA,NA,0.35,NA,NA,NA,NA,304,1.6,2.2,890,2.7,26,NA,216,68.4,NA,43,505,5.2,453,0,NA,0.32,NA,0.34,0.03,0,0,0,5,0,0,0,0,5,0,NA,799,0,0,6,0,0,15.6,9296,384
F0410101,NA,NA,NA,NA,0,45.4,0,15,NA,0,0,65,0,0,172,0,0,0,0,NA,166,NA,172,65,235,NA,NA,0.5,1.2,NA,NA,0,0,153,67,NA,0.11,NA,0,NA,252,14908,4.6,0,NA,0,567,0.2,NA,0,0.01,0,0.04,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,189,0,0.3,NA,0,12.2,NA,6,46.7,NA,73,NA,3.2,NA,0,NA,0.12,NA,0.22,0.03,0,0.78,0.07,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,6.2,NA,NA
F0400101,NA,NA,NA,NA,0,1.6,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,33,NA,0,0,0,NA,NA,0,0.9,NA,NA,0,0,0,0,NA,0.16,NA,0,NA,26,16,18.9,0,NA,0,62,0,NA,0,0.01,0.21,0,0.08,0,NA,NA,NA,NA,0.04,NA,NA,NA,NA,41,0,0.5,NA,0,4.5,NA,42,9.9,NA,18,NA,0.9,NA,0,NA,0.04,NA,0.04,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,87.5,NA,NA
J0416401,NA,638,355,1126,11,1.2,0,78,46,0,0,126,20,0,669,14,3,3,0,549,76,189,715,178,763,NA,653,1.7,14.2,435,504,0,19,501,156,534,1.51,0,0,622,8,285,8,0,495,0,201,0.8,858,1,0.04,0.23,0.04,0.12,0.7,NA,NA,NA,NA,0.29,NA,NA,NA,NA,76,0,0.4,2206,0,NA,NA,170,0,38,19,1371,0.1,680,24,NA,0.25,NA,0.25,0.01,NA,0.03,0,2,0,0,0,2,1,0,NA,1372,6,17,1,5,18,83.4,13430,797
J0407001,NA,1030,515,1446,208,1,8,283,224,0,0,1372,276,0,3908,116,35,0,0,697,192,417,4648,2737,4008,NA,851,11.7,20.3,449,724,0,505,2911,653,643,5.14,214,214,790,21,49,9.4,0,610,0,325,4,1156,713,0.08,3.03,0.25,0.45,0.8,NA,NA,NA,NA,9.73,NA,NA,NA,NA,192,0,1.2,2633,0,NA,NA,191,0,77,25,1660,0.6,963,227,NA,4.4,NA,5.02,0.47,NA,3.39,1.46,35,0,0,0,34,31,0,NA,1793,248,656,17,136,9,67.2,17772,1172
H0450101,NA,81,0,165,0,0.7,0,0,88,0,NA,0,NA,NA,0,0,0,0,0,124,220,17,0,0,0,NA,82,0.3,8,84,62,NA,0,0,0,122,0.47,NA,0,80,29,8,NA,NA,53,0,216,0,111,0,0.03,NA,0.03,0.1,0.3,NA,NA,NA,NA,3.46,NA,NA,NA,NA,232,NA,1,390,NA,5.5,NA,120,49.5,NA,39,172,1.9,119,0,NA,0.06,0,0.26,0.07,0,0.97,2.36,0,0,0,0,0,0,0,NA,257,0,0,0,0,0,41.5,2099,93
H0305101,NA,805,177,1586,533,3.3,0,4,209,5,0,514,16,0,293,0,10,12,0,1076,288,306,306,1047,364,NA,881,1.7,21.2,577,767,0,2,249,56,1096,1.74,NA,9,848,108,11,NA,0,648,0,1156,0.4,1256,88,0.38,NA,0.15,0.47,0.6,NA,NA,NA,NA,2.41,NA,NA,NA,NA,328,1.8,2.6,2738,1.8,19.3,NA,441,59,NA,159,1354,7,1073,0,NA,0.13,0,0.37,0.05,53,2.11,0.13,2,0,0,0,0,13,0,NA,2373,0,0,15,0,10,14.7,18621,850
H0350101,NA,135,26,285,0,0.8,0,0,94,0,NA,0,NA,NA,0,0,0,0,0,197,190,23,0,0,0,NA,160,0,7.6,120,118,NA,0,0,0,213,0.43,NA,5,152,62,7,NA,NA,102,0,216,0,172,49,0.06,NA,0.03,0.06,0,NA,NA,NA,NA,0.9,NA,NA,NA,NA,203,NA,0.9,531,NA,6.5,NA,122,43.5,NA,40,226,2.2,190,0,NA,0.04,3,0.12,0,28,0.82,0.04,0,0,0,0,0,0,0,NA,408,0,0,0,0,0,48.2,3304,152
J2100401,NA,813,363,1009,137,2.1,0,49,106,0,0,63,148,0,2856,131,0,29,2,541,114,132,3676,1087,1223,NA,557,6.1,13.8,281,531,0,303,811,295,478,1.51,0,0,516,57,462,18.1,0,491,0,176,1.2,1232,0,0.01,2.58,0.12,0.12,0,NA,NA,NA,NA,3.6,NA,NA,NA,NA,114,0.2,1.8,1841,0.2,NA,NA,169,0.7,138,52,1045,1.1,593,487,NA,3.6,NA,3.6,0,NA,0,0,21,0,0,0,19,17,0,NA,1240,48,489,6,219,2,77.2,12511,741
J0400901,NA,1195,686,1758,20,4.7,0,137,237,0,0,45,68,0,230,33,18,0,0,911,111,199,338,657,1073,NA,978,2.1,21.5,764,803,0.1,97,574,228,843,4.65,0,0,938,714,736,42.1,0,764,0,195,1.1,1445,0,0.03,5.68,0.21,0.22,0,NA,NA,NA,NA,0.33,NA,NA,NA,NA,111,0,2.6,2997,0.1,NA,NA,529,1.2,215,107,1932,2.8,1144,11,NA,0.33,NA,0.33,0,NA,0,0,43,0,0,0,29,15,0,NA,2085,18,426,23,115,5,70.4,21013,1334
H0800101,NA,87,20,137,21,0.5,0,0,14,0,0,30,2,0.9,26,1,0,0,0,90,30,19,26,52,59,NA,77,0.1,2.4,71,77,0,0,46,10,102,0.56,NA,29,85,35,2,76.2,1.1,72,0,171,0.1,105,287,0.08,NA,0.1,0.08,16.6,NA,NA,NA,NA,0.38,NA,NA,NA,0.08,35,0,0.6,275,2,2.3,NA,39,6.2,NA,27,123,0.7,103,0,NA,0.16,0,0.18,0,172,0.17,0.05,0,0,0,0,0,1,0,NA,320,0,0,2,0,0,90.8,1877,102
H1300101,NA,76,12,124,NA,0.6,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,24,11,NA,NA,NA,NA,72,0.3,2.4,64,66,NA,NA,NA,NA,104,0.82,NA,35,76,44,2,NA,NA,61,NA,210,NA,102,351,0.08,NA,0.09,0.19,11.7,NA,NA,NA,NA,0.2,NA,NA,NA,NA,31,NA,0.3,231,NA,3.4,NA,40,5.1,NA,27,101,0.8,97,NA,NA,0.04,22,0.06,0,199,0.15,0.01,NA,NA,NA,NA,NA,NA,NA,NA,385,NA,NA,NA,NA,NA,91.6,1759,100
K0121101,NA,963,1033,2389,60,2.8,0,95,326,0,NA,2069,NA,NA,7698,245,0,0,0,1598,288,412,8356,2895,6246,NA,1476,17.5,26.6,681,1078,NA,620,4699,1453,2006,0.6,210,210,1304,84,766,NA,NA,1165,0,256,6.2,1869,700,0.04,2.27,0.33,0.14,0,NA,NA,NA,NA,1.41,NA,NA,NA,NA,288,NA,2.5,3727,NA,NA,NA,279,5.9,741,26,1890,3.6,1716,39,NA,1.14,NA,1.17,0,NA,0.27,0,0,0,0,0,0,0,0,NA,2882,42,446,0,33,0,47.2,28171,1656
K0120101,NA,549,503,1390,69,1.9,5,40,152,0,0,1866,64,0.2,4754,194,2,0,0,865,191,414,5097,2211,4054,NA,832,11.4,15.7,386,688,0.1,311,2976,981,1064,0.28,151,152,735,61,583,45.6,0.4,680,0,91,4.1,960,517,0.02,1.13,0.34,0.18,0,NA,NA,NA,NA,2.5,NA,NA,NA,0.052,191,3.6,2.1,2044,4.3,NA,NA,222,6.4,502,15,1092,2.7,1004,26,NA,1.83,NA,1.9,0,9,0.68,0,16,0,0,0,5,1,0,NA,1622,19,62,33,1,0,64.7,15903,924
K0400101,NA,290,429,899,0,0.8,0,26,116,0,NA,816,NA,NA,3248,0,56,0,76,533,96,392,3393,816,1531,NA,518,5.7,10.2,180,400,NA,145,896,477,685,0.25,73,73,470,25,143,NA,NA,448,0,127,1.5,511,243,0.05,2.24,0.57,0.09,0,NA,NA,NA,NA,1.83,NA,NA,NA,NA,96,NA,1.3,1418,NA,NA,NA,135,2.5,303,9,716,3.2,558,0,NA,1.57,NA,1.6,0,NA,0.26,0,0,0,0,0,0,0,0,NA,937,0,0,0,0,0,80.8,10023,523
B0100209,NA,87,9,145,NA,1,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,62,32,NA,NA,NA,NA,78,0.1,3.1,58,96,NA,NA,NA,NA,122,0.66,NA,0,87,2,3,5.5,NA,87,NA,591,NA,240,0,0.15,NA,0.02,0.19,4.4,NA,NA,NA,NA,0.28,NA,NA,NA,NA,65,NA,0.8,320,NA,1.3,NA,48,12.4,NA,17,101,0.6,96,NA,NA,0.17,NA,0.21,0.08,0,0.03,0,NA,NA,NA,NA,NA,NA,NA,NA,259,NA,NA,NA,NA,NA,83.3,2054,90
K0100101,0,437,406,1114,80,1,2,35,162,0,0,1779,19,0,3649,132,1,0,0,682,139,286,3910,2077,3173,NA,687,9.2,12.9,386,442,0,243,2380,736,921,0.08,164,165,594,69,129,78.6,0.1,554,0,131,3.2,784,560,0.07,0.68,0.51,0.12,0,0,2.11,84.4,2.11,2.92,0,18.7,0,0.074,139,0,1.5,1653,0.1,0,0.033,181,1.3,402,11,885,2.1,763,16,NA,2.41,NA,2.46,0.02,8,0.46,0.03,16,0,0,0,4,1,0,29.94,1256,17,68,1,0,0,75.7,12755,742
K0123201,NA,437,458,1080,95,1.2,1,29,210,1,NA,6483,NA,NA,4839,76,27,0,0,674,192,313,5058,6703,3092,NA,703,14.9,13,354,469,NA,189,2124,841,897,0.16,101,101,603,55,140,NA,NA,559,0,142,3.1,802,337,0.07,0.51,0.47,0.13,0,NA,NA,NA,NA,4.41,NA,NA,NA,NA,192,NA,1.7,1690,NA,NA,NA,207,1.6,434,13,906,2.3,817,29,NA,3.75,NA,3.87,0.13,NA,0.5,0.03,18,0,4,0,6,24,0,NA,1260,0,45,21,0,0,69.3,12950,719
K0123101,NA,435,521,1072,107,1.1,3,53,152,0,NA,2332,NA,NA,4488,141,0,0,0,651,162,341,4765,2628,3801,NA,685,11.2,14,367,478,NA,258,2850,845,897,0.09,143,143,614,52,151,NA,NA,564,0,139,3.8,804,478,0.09,0.61,0.64,0.13,0,NA,NA,NA,NA,2.93,NA,NA,NA,NA,162,NA,1.7,1645,NA,NA,NA,196,1.4,449,11,946,3.4,811,15,NA,2.36,NA,2.44,0.05,NA,0.5,0.03,13,0,0,0,4,0,0,NA,1293,8,40,0,0,35,72.2,12976,698
L0324101,0.4,174,22,300,18,0.7,18,333,2,36,4.1,37,0,1.4,596,2,5,1,74,143,102,28,670,63,1980,NA,154,2.7,3.7,84,378,0,53,865,293,168,1.1,31,31,129,83,58,4,1.4,117,114,141,2,135,103,0.03,0.22,0.35,0.01,0,NA,NA,NA,NA,0.08,NA,NA,NA,NA,102,6.5,0.3,679,13.9,NA,NA,71,15.7,10,11,250,0.1,185,3,NA,0.08,NA,0.08,0,NA,0,0,18,0,0,5,34,3,49,42.94,252,4,0,2,2,150,77.2,3355,155
L0316101,NA,47,53,247,4,0.5,0,101,2,12,2.9,28,3,1.6,349,1,1,0,28,116,73,19,368,33,669,NA,130,1.1,2.3,67,239,0.4,17,331,123,127,0.82,5,5,99,59,30,2.8,1.1,114,10,91,0.7,85,16,0.03,0.03,0.17,0.02,0,NA,NA,NA,NA,0.02,NA,NA,NA,NA,73,4.2,0.4,531,10.2,NA,NA,50,13.6,5,7,200,0.1,146,2,NA,0.02,NA,0.02,0,NA,0,0,5,0,0,0,8,0,15,NA,187,0,0,0,0,34,82.5,2493,84
D2400501,NA,9,1,13,7,0.5,0,0,2,0,0,17,0,5,21,0,0,46,0,11,55,4,68,25,67,NA,11,0.2,0.7,8,57,0.3,0,49,11,22,0.52,NA,18,15,5,0,2.4,5.1,2,0,146,0.1,7,185,0.02,NA,0.02,0.04,3.2,NA,NA,NA,NA,0.66,NA,NA,NA,0.054,57,0,0.3,44,10.5,1.4,NA,15,14.7,NA,7,16,0.1,12,0,NA,0.64,NA,0.64,0.01,111,0.02,0,0,0,0,0,0,7,0,NA,283,0,0,0,0,0,83.9,533,19
